sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,650,12834,0.28692,,0.50668,0.38288,0.000077918,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,700,11656,0.26676,,0.47886,0.43474,0.0000857927,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,750,10477,0.2466,,0.45105,0.48661,0.0000954472,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,800,9298.5,0.22645,,0.42323,0.53848,0.0001075442,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,850,8119.9,0.20629,,0.39542,0.59034,0.0001231542,,
7972,10.1039/c3ee41859f,26734,3(a),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,900,6941.3,0.18614,,0.3676,0.64221,0.0001440652,,
7972,10.1039/c3ee41859f,26750,4(b),33526,Bi0.875Ba0.125CuSeO_ 2T-parallel,undefined,300,,0.42801,,,,,,
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,350,46803,0.52438,0.000098011,0.74942,0.19445,0.0000213662,0.0004495969,0.0005999265
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,400,44157,0.49816,0.00010651,0.72703,0.2864,0.0000226465,0.0005009338,0.0006890139
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,450,41512,0.47195,0.00011501,0.70465,0.37835,0.0000240894,0.0005490917,0.0007792403
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,500,38866,0.44573,0.00012351,0.68226,0.4703,0.0000257294,0.00059289,0.0008690088
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,550,36220,0.41951,0.00013201,0.65987,0.56226,0.0000276091,0.0006311929,0.0009565413
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,600,33575,0.3933,0.00014051,0.63749,0.65421,0.0000297841,0.0006628732,0.0010398175
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,650,30929,0.36708,0.00014901,0.6151,0.74616,0.0000323321,0.0006867469,0.0011164801
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,700,28283,0.34086,0.00015752,0.59271,0.83811,0.0000353569,0.0007017734,0.001184008
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,750,25637,0.31465,0.00016602,0.57033,0.93006,0.0000390061,0.0007066234,0.0012389729
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,800,22992,0.28843,0.00017452,0.54794,1.022,0.0000434934,0.0007002726,0.0012780097
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,850,20346,0.26222,0.00018302,0.52555,1.114,0.0000491497,0.0006815161,0.0012967675
7972,10.1039/c3ee41859f,26734,3(a),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,900,17700,0.236,0.00019152,0.50317,1.2059,0.0000564972,0.0006492344,0.0012902884
7972,10.1039/c3ee41859f,26742,3(c),33527,Bi0.875Ba0.125CuSeO_ 2T-perp,undefined,300,,,0.00008951,,,,,
7972,10.1039/c3ee41859f,26734,3(a),33528,Bi0.875Ba0.125CuSeO_ 3T-parallel,undefined,350,14238,0.39282,0.000101,0.59487,0.055722,0.0000702346,0.0001452418,0.0002441573
